Entity,Code,Year,CO₂ from gas (tonnes),CO₂ from solid fuel (tonnes),CO₂ from liquid (tonnes),CO₂ from cement (tonnes),CO₂ from flaring (tonnes)
Latin America and the Carribean,,1897,0,3413100,40370,0,0
Latin America and the Carribean,,1898,0,3857170,62390,0,0
Latin America and the Carribean,,1899,0,4392990,84410,0,0
Latin America and the Carribean,,1900,0,4055350,117440,0,0
Latin America and the Carribean,,1901,0,7600570,128450.00000000001,0,0
Latin America and the Carribean,,1902,0,8705240,113770,0,0
Latin America and the Carribean,,1903,0,9105270,143130,0,0
Latin America and the Carribean,,1904,0,10220950,179830,0,0
Latin America and the Carribean,,1905,0,10672360,264240,0,0
Latin America and the Carribean,,1906,0,13832230,436730,0,0
Latin America and the Carribean,,1907,0,14195560,781710,0,0
Latin America and the Carribean,,1908,0,16570049.999999998,2113920,0,0
Latin America and the Carribean,,1909,0,15314910,1842340,0,0
Latin America and the Carribean,,1910,0,19315210,2190990,0,0
Latin America and the Carribean,,1911,0,21245630,6488560,0,0
Latin America and the Carribean,,1912,0,21146540,7725350,0,0
Latin America and the Carribean,,1913,0,21385090,11751340,0,0
Latin America and the Carribean,,1914,3670,17781150,9886980,0,0
Latin America and the Carribean,,1915,11010,14595590,15175450,0,0
Latin America and the Carribean,,1916,14680,12657830,18592220,0,0
Latin America and the Carribean,,1917,25690,10011760,27550690,0,0
Latin America and the Carribean,,1918,29360,10734750,31716140,0,0
Latin America and the Carribean,,1919,29360,12382580,42311430,0,0
Latin America and the Carribean,,1920,36700,13993710,78071910,0,0
Latin America and the Carribean,,1921,47710,13212000,92630800,0,0
Latin America and the Carribean,,1922,62390,15076360,88729590,0,0
Latin America and the Carribean,,1923,77070,17759130,75323080,0,0
Latin America and the Carribean,,1924,128450.00000000001,20786880,73102730,0,0
Latin America and the Carribean,,1925,1343220,20735500,63468980,0,0
Latin America and the Carribean,,1926,293600,19898740,65164519.99999999,0,0
Latin America and the Carribean,,1927,260570.00000000003,21671350,53185640,0,0
Latin America and the Carribean,,1928,297270,20522640,66614170,348650,0
Latin America and the Carribean,,1929,2143280,21498860,72504520,436730,0
Latin America and the Carribean,,1930,1016590.0000000001,20676780,74464300,326630,0
Latin America and the Carribean,,1931,1049620,16059920.000000002,65509500,418380,0
Latin America and the Carribean,,1932,2323110,14672660,67766550,466090,0
Latin America and the Carribean,,1933,4136090.0000000005,16181030,72148530,517470,0
Latin America and the Carribean,,1934,3075460,18041720,82908970,671610,0
Latin America and the Carribean,,1935,4411340,20276750,92487670,950530,0
Latin America and the Carribean,,1936,4561810,20570350,95030980,1089990,0
Latin America and the Carribean,,1937,7035390,22537470,116632600,1335880,0
Latin America and the Carribean,,1938,7508820,21575930,118170330,1526720,0
Latin America and the Carribean,,1939,4605850,20988730,117821680,1567090,0
Latin America and the Carribean,,1940,5093960,19685880,112749740,1647830,0
Latin America and the Carribean,,1941,6011460,16878330,125866320,1857020,0
Latin America and the Carribean,,1942,5710520,16177360,93471230,1838670,0
Latin America and the Carribean,,1943,5134330,17271020,117153740,1809310,0
Latin America and the Carribean,,1944,5809610,16610420.000000002,139885720,1981800,0
Latin America and the Carribean,,1945,6011460,17590310,154297810,2121260,0
Latin America and the Carribean,,1946,6539940,19058310,228963960,2312100,0
Latin America and the Carribean,,1947,7545520,21014420,183925720,2649740,0
Latin America and the Carribean,,1948,7240910,22897130,193522770,2803880,0
Latin America and the Carribean,,1949,7835450,19788640,83224590,3170880,0
Latin America and the Carribean,,1950,4888440,20122610,103314170,3644310,30552750
Latin America and the Carribean,,1951,7097780,23722880,119546580,4000300,37235820
Latin America and the Carribean,,1952,8154740,22559490,125135990,4389320,39746100
Latin America and the Carribean,,1953,8855710,21256640,128259160.00000001,4833390,36516500
Latin America and the Carribean,,1954,9703480,22515450,141489510,5350860,38725840
Latin America and the Carribean,,1955,10444820,22886120,158507300,5971090,41526050
Latin America and the Carribean,,1956,11277910,23275140,172541380,6774820,45647460
Latin America and the Carribean,,1957,13010150,22603530,185746040,7351010,50051460
Latin America and the Carribean,,1958,15766320,22823730,180156630,7615250,47089770
Latin America and the Carribean,,1959,17663710,22765010,201710540,7861140,46649370
Latin America and the Carribean,,1960,20775870,24493580,202877600,8301539.999999999,43008730
Latin America and the Carribean,,1961,24956000,24724790,208206440,8863050,39702060
Latin America and the Carribean,,1962,30824330,25077110,217656690,9413550,42329780
Latin America and the Carribean,,1963,32497850,25917540,217260330,9699810,40028690
Latin America and the Carribean,,1964,37188110,26453360,233489070,10888890,43063780
Latin America and the Carribean,,1965,41551740,26559790,239195920,11347640,43034420
Latin America and the Carribean,,1966,45074940,27502980,250139860,12221100,44381310
Latin America and the Carribean,,1967,49948700,30215110,267216369.99999997,12745910,48700900
Latin America and the Carribean,,1968,51702960,31242710,289537310,14522190,47647610
Latin America and the Carribean,,1969,52275480,33521780,320728640,15336930,50546910
Latin America and the Carribean,,1970,59417300,31382170,354756880,17223310,58609900
Latin America and the Carribean,,1971,60852270,32446469.999999996,381562560,18133470,54018730
Latin America and the Carribean,,1972,64749810,32831820,406188260,20441900,49178000
Latin America and the Carribean,,1973,72666000,35378800,446242640,22720970,49225710
Latin America and the Carribean,,1974,75257020,38560690,479613950,24170620,42560990
Latin America and the Carribean,,1975,76027720,40006670,494209540,25631280,32457479.999999996
Latin America and the Carribean,,1976,75517590,40696630,529970020,27649780,37026630
Latin America and the Carribean,,1977,81448310,45651130,545758360,28974650,30651840
Latin America and the Carribean,,1978,91379330,52433290,577353390,31117930,33385990
Latin America and the Carribean,,1979,106191450,56396890,612871650,33984200,31565670
Latin America and the Carribean,,1980,115700420,50631320,647259550,37089020,31624390
Latin America and the Carribean,,1981,118999750,48132050,637431290,37489050,31077560
Latin America and the Carribean,,1982,129539989.99999999,50440480,641435260,37309220,38322140
Latin America and the Carribean,,1983,135845050,54481150,599160530,32993299.999999996,33474069.999999996
Latin America and the Carribean,,1984,141768430,60543990,602995680,33653900,32028090
Latin America and the Carribean,,1985,145680650,69285930,616996730,35129240,30717900
Latin America and the Carribean,,1986,144814530,69810740,636627560,38468940,27972740
Latin America and the Carribean,,1987,152484830,75480890,664919590,41507700,29055390
Latin America and the Carribean,,1988,160841420,77084680,679192220,42050860,27807590
Latin America and the Carribean,,1989,201820640,82325440,698019320,40722320,24108230
Latin America and the Carribean,,1990,170082480,79587620,690991270,41720560,23436620
Latin America and the Carribean,,1991,178563850,80637240,700768150,42894960,22056700
Latin America and the Carribean,,1992,156929200,80494110,738550800,43210580,22798040
Latin America and the Carribean,,1993,167737350,83789770,751480210,44920800,28394790
Latin America and the Carribean,,1994,186274520,90263650,768853990,48150400,30255480
Latin America and the Carribean,,1995,205314480,96176020,755047450,47842120,30519720
Latin America and the Carribean,,1996,226468360,104143590,771863390,51930500,32061120.000000004
Latin America and the Carribean,,1997,233812030,109274250,812424230,56606080,33319930
Latin America and the Carribean,,1998,257978979.99999997,111223020,860615000,58466770,25517510
Latin America and the Carribean,,1999,267557680,108276010,892151310,59072320,19069320
Latin America and the Carribean,,2000,256323809.99999997,109222870,876616200,61186240,29668280
Latin America and the Carribean,,2001,269381670,105424420,904680690,59215450,24959670
Latin America and the Carribean,,2002,276974900,108030120,904599950,57776810,25161520
Latin America and the Carribean,,2003,292620110,119550250,902346570,57736440,24009140
Latin America and the Carribean,,2004,319583600,113425020,894298260,58635590,25165190
Latin America and the Carribean,,2005,325440920,124468050,930055070,65142500,32662999.999999996
Latin America and the Carribean,,2006,364500730,125436930,940650360,72746740,29183840
Latin America and the Carribean,,2007,371980190,127018700,957561720,74893690,41041610
Latin America and the Carribean,,2008,387129950,128483030.00000001,1004332200,78115950,57138230
Latin America and the Carribean,,2009,377415460,115241670,989754960,75708430,52436960
Latin America and the Carribean,,2010,418699290,135977170,1025023660.0000001,79613310,44384980
Latin America and the Carribean,,2011,427257730,152349040,1037813609.9999999,85158680,40344310
Latin America and the Carribean,,2012,450213580,148998330,1093700370,88696560,40924170
Latin America and the Carribean,,2013,449751160,168952120,1109558440,90021430,51805720
Middle East,,1865,0,150470,0,0,0
Middle East,,1866,0,209190,0,0,0
Middle East,,1867,0,227540,0,0,0
Middle East,,1868,0,176160,0,0,0
Middle East,,1869,0,267910,0,0,0
Middle East,,1870,0,157810,0,0,0
Middle East,,1871,0,198180,0,0,0
Middle East,,1872,0,245890,0,0,0
Middle East,,1873,0,238550,0,0,0
Middle East,,1874,0,256900.00000000003,0,0,0
Middle East,,1875,0,352320,0,0,0
Middle East,,1876,0,275250,0,0,0
Middle East,,1877,0,447740,0,0,0
Middle East,,1878,0,326630,0,0,0
Middle East,,1879,0,124780,0,0,0
Middle East,,1880,0,139460,0,0,0
Middle East,,1881,0,183500,0,0,0
Middle East,,1882,0,154140,0,0,0
Middle East,,1883,0,161480,0,0,0
Middle East,,1884,0,176160,0,0,0
Middle East,,1885,0,194510,0,0,0
Middle East,,1886,0,135790,0,0,0
Middle East,,1887,0,245890,0,0,0
Middle East,,1888,0,267910,0,0,0
Middle East,,1889,0,403700,0,0,0
Middle East,,1890,0,367000,0,0,0
Middle East,,1891,0,403700,0,0,0
Middle East,,1892,0,411040,0,0,0
Middle East,,1893,0,425720,0,0,0
Middle East,,1894,0,392690,0,0,0
Middle East,,1895,0,374340,0,0,0
Middle East,,1896,0,444070,0,0,0
Middle East,,1897,0,315620,0,0,0
Middle East,,1898,0,524810,0,0,0
Middle East,,1899,0,671610,0,0,0
Middle East,,1900,0,1038610,0,0,0
Middle East,,1901,0,950530,0,0,0
Middle East,,1902,0,1049620,0,0,0
Middle East,,1903,0,1207430,0,0,0
Middle East,,1904,0,1368910,0,0,0
Middle East,,1905,0,1534060,0,0,0
Middle East,,1906,0,1581770,3670,0,0
Middle East,,1907,0,1882710,0,0,0
Middle East,,1908,0,1724900,0,0,0
Middle East,,1909,0,1959780,0,0,0
Middle East,,1910,0,1886380,0,0,0
Middle East,,1911,0,2231360,135790,0,0
Middle East,,1912,0,2000150,253230,0,0
Middle East,,1913,0,2040520,855110,0,0
Middle East,,1914,0,1666180,1174400,0,0
Middle East,,1915,0,1038610,1405610,0,0
Middle East,,1916,0,513800.00000000006,2011159.9999999998,0,0
Middle East,,1917,0,392690,2803880,0,0
Middle East,,1918,0,458750,3453470,0,0
Middle East,,1919,0,939520,4326930,0,0
Middle East,,1920,0,1405610,5446280,0,0
Middle East,,1921,0,844100,7266600,0,0
Middle East,,1922,0,1012920,9241060,0,0
Middle East,,1923,0,1475340,11597200,0,0
Middle East,,1924,0,2455230,13527620,0,0
Middle East,,1925,0,2370820,14224920,0,0
Middle East,,1926,0,3013070,15083700,0,0
Middle East,,1927,0,3284650,16867320,0,0
Middle East,,1928,0,3101150,17997680,29360,0
Middle East,,1929,0,3523200,17421490,33030,0
Middle East,,1930,0,3948920,18915180,69730,0
Middle East,,1931,0,3897540,18320640,99090,0
Middle East,,1932,0,3956260,20496950,128450.00000000001,0
Middle East,,1933,0,4613190,22486090,154140,0
Middle East,,1934,0,5717860,26523090,165150,0
Middle East,,1935,0,5879340,29642590,223870,0
Middle East,,1936,0,5805940,33356630.000000004,234880,0
Middle East,,1937,0,4147100,41280160,311950,0
Middle East,,1938,0,4506760,41445310,304610,0
Middle East,,1939,0,4969180,46924620,315620,0
Middle East,,1940,0,5589410,39720410,282590,0
Middle East,,1941,0,5728870,30071980,264240,0
Middle East,,1942,0,5064600,41834330,649590,0
Middle East,,1943,0,6227990,46040150,260570.00000000003,0
Middle East,,1944,0,7156500,60323790,333970,0
Middle East,,1945,0,7358350,78622410,319290,0
Middle East,,1946,0,7273940,105310650,411040,0
Middle East,,1947,0,7813430,126013120,473430,0
Middle East,,1948,0,7930870,100455240,414710,0
Middle East,,1949,3670,8209790,109211860,488110,0
Middle East,,1950,0,8400630,8096019.999999999,620230,0
Middle East,,1951,0,8624500,16856310,671610,0
Middle East,,1952,0,8422650,14147850,748680,0
Middle East,,1953,0,10543910,16188369.999999998,877130,0
Middle East,,1954,0,11035690,21113510,1093660,0
Middle East,,1955,1218440,10617310,25932220,1368910,11659590
Middle East,,1956,1545070,11200840,32912560,1607460,12775270
Middle East,,1957,1923080,12202750,37929450,1974460,8679550
Middle East,,1958,1857020,12558740,41562750,3559900,9886980
Middle East,,1959,2403850,11997230,43507850,2602030,11226530
Middle East,,1960,4811370,12103660,58756700,2961690,12701870
Middle East,,1961,5024230,11296260,61604620,3185560,14412090
Middle East,,1962,5872000,12599110,72695360,3442460,15799350
Middle East,,1963,6837210,13674420,76868150,3776430,23667830
Middle East,,1964,8536420,15226830,73928480,4007640.0000000005,44340940
Middle East,,1965,9149310,15024980,85551370,4470060,60066890
Middle East,,1966,11131110,16702169.999999998,97974320,5097630,69649260
Middle East,,1967,12540390,15858070,84498080,5138000,89258070
Middle East,,1968,16474630.000000002,16199380.000000002,106485050,6095870,92762920
Middle East,,1969,24845900,17564620,101486510,7174850,119568600
Middle East,,1970,29297610,18808750,116115130,7769390,115601330
Middle East,,1971,28134220,19263830,136057910,8859380,144689750
Middle East,,1972,30449990,21418120,137430490,10026440,164753640
Middle East,,1973,35705430,22045690,165458280,10066810,198730500
Middle East,,1974,40737000,23069620,177495880,11068720,194403570
Middle East,,1975,42447220,23708200,190770270,13024830,167726340
Middle East,,1976,42924320,26038650,225352680,14680000,203024400
Middle East,,1977,39870880,26357940,266713579.99999997,16291129.999999998,189496780
Middle East,,1978,40388350,23043930,271110240,21150210,185503820
Middle East,,1979,57743780,27602070,314797920,20144630,155156590
Middle East,,1980,76787410,26713930,297890230,19997830,138696640
Middle East,,1981,95049330,29271920,321374560,22838410,89136960
Middle East,,1982,67997760,36644950,349512450,25260610,90748090
Middle East,,1983,62690940,41962780,393090030,25510170,77363600
Middle East,,1984,104338100,49456920,398095910,30027940,47941210
Middle East,,1985,118056560,58308960,426894400,31947350,43386740
Middle East,,1986,139551750,64603010,448338210,32607950.000000004,36978920
Middle East,,1987,148466180,68328060,453182610,34644800,34674160
Middle East,,1988,165172020,66427000.00000001,487383340,35811860,32420780
Middle East,,1989,184729450,71304430,510049260,38204700,28358090
Middle East,,1990,210610290,78747190,503733190,37991840,39158900
Middle East,,1991,243735710,83180550,970590220,36927540,57450180
Middle East,,1992,263454619.99999997,83870510,566681030,40641580,32123510.000000004
Middle East,,1993,296367180,81925410,615216780,44051010,27903010
Middle East,,1994,321781930,83033750,634928350,44418010,33848410
Middle East,,1995,291386990,86868900,630777580,48355920,27451600
Middle East,,1996,307303780,99181750,605010510,50356070,29426060
Middle East,,1997,328857690,109964210,545637250,49959710,32303340
Middle East,,1998,338546490,115773820,610519180,53754490,29771040
Middle East,,1999,360544470,108022780,683210870,53926980,35261360
Middle East,,2000,388326370,121513700,763066400,56011540,35224660
Middle East,,2001,387012510,108463180,793758610,55765650,34197060
Middle East,,2002,431096550,111120260,770211890,60716480,28893910
Middle East,,2003,463752210,118496960,809282710,62654240,37602820
Middle East,,2004,523308970.00000006,122247700,859055250,67733520,49170660
Middle East,,2005,579195730,122904630,856291740,71385170,49291770
Middle East,,2006,630542700,140436220,897403080,77161750,58393370
Middle East,,2007,655700550,152066450,884363570,85951400,57670380
Middle East,,2008,712655280,152539880,957088290,94649300,56617090
Middle East,,2009,731801670,150139700,997924380,104349110,57582300
Middle East,,2010,797333190,161729560,1014670590,115858230,53556310
Middle East,,2011,847072700,167939200,993891050,121036600,58386030
Middle East,,2012,869885420,179040950,1100478860,128002260,64922300.00000001
Middle East,,2013,879533850,165979420,1035861169.9999999,135599160,65630610.00000001
North America,,1785,0,3670,0,0,0
North America,,1786,0,3670,0,0,0
North America,,1787,0,3670,0,0,0
North America,,1788,0,3670,0,0,0
North America,,1789,0,3670,0,0,0
North America,,1790,0,3670,0,0,0
North America,,1791,0,3670,0,0,0
North America,,1792,0,3670,0,0,0
North America,,1793,0,3670,0,0,0
North America,,1794,0,3670,0,0,0
North America,,1795,0,3670,0,0,0
North America,,1796,0,3670,0,0,0
North America,,1797,0,3670,0,0,0
North America,,1798,0,3670,0,0,0
North America,,1799,0,3670,0,0,0
North America,,1800,0,256900.00000000003,0,0,0
North America,,1801,0,271580,0,0,0
North America,,1802,0,293600,0,0,0
North America,,1803,0,300940,0,0,0
North America,,1804,0,337640,0,0,0
North America,,1805,0,344980,0,0,0
North America,,1806,0,337640,0,0,0
North America,,1807,0,381680,0,0,0
North America,,1808,0,396360,0,0,0
North America,,1809,0,407370,0,0,0
North America,,1810,0,422050,0,0,0
North America,,1811,0,451410,0,0,0
North America,,1812,0,488110,0,0,0
North America,,1813,0,524810,0,0,0
North America,,1814,0,565180,0,0,0
North America,,1815,0,605550,0,0,0
North America,,1816,0,667940,0,0,0
North America,,1817,0,722990,0,0,0
North America,,1818,0,785380,0,0,0
North America,,1819,0,767030,0,0,0
North America,,1820,0,796390,0,0,0
North America,,1821,0,833090,0,0,0
North America,,1822,0,869790,0,0,0
North America,,1823,0,906490,0,0,0
North America,,1824,0,1020260,0,0,0
North America,,1825,0,1141370,0,0,0
North America,,1826,0,1321200,0,0,0
North America,,1827,0,1453320,0,0,0
North America,,1828,0,1600120,0,0,0
North America,,1829,0,1801970,0,0,0
North America,,1830,0,2095570,0,0,0
North America,,1831,0,2271730,0,0,0
North America,,1832,0,3031420,0,0,0
North America,,1833,0,3537880,0,0,0
North America,,1834,0,3391080,0,0,0
North America,,1835,0,4326930,0,0,0
North America,,1836,0,4741640,0,0,0
North America,,1837,0,5317830,0,0,0
North America,,1838,0,5042580,0,0,0
North America,,1839,0,5530690,0,0,0
North America,,1840,0,5886680,0,0,0
North America,,1841,0,6227990,0,0,0
North America,,1842,0,6932630,0,0,0
North America,,1843,0,7780400,0,0,0
North America,,1844,0,9325470,0,0,0
North America,,1845,0,11226530,0,0,0
North America,,1846,0,12756920,0,0,0
North America,,1847,0,15127740,0,0,0
North America,,1848,0,16852640,0,0,0
North America,,1849,0,18298620,0,0,0
North America,,1850,0,19884060,0,0,0
North America,,1851,0,24743140,0,0,0
North America,,1852,0,26919450,0,0,0
North America,,1853,0,30314200,0,0,0
North America,,1854,0,33338279.999999996,0,0,0
North America,,1855,0,38373520,0,0,0
North America,,1856,0,40281920,0,0,0
North America,,1857,0,41338880,0,0,0
North America,,1858,0,41981130,0,0,0
North America,,1859,0,45709850,0,0,0
North America,,1860,0,47691650,201850,0,0
North America,,1861,0,45350190,862450,0,0
North America,,1862,0,46832870,1258810,0,0
North America,,1863,0,54499500,1101000,0,0
North America,,1864,0,58694310,902820,0,0
North America,,1865,0,58866800,1071640,0,0
North America,,1866,0,59031950,1541400,0,0
North America,,1867,0,73132090,1445980,0,0
North America,,1868,0,81855680,1578100,0,0
North America,,1869,0,92718880,1816650,0,0
North America,,1870,0,97853210,2154290,0,0
North America,,1871,0,102837070,2132270,0,0
North America,,1872,0,125818610,2539640,0,0
North America,,1873,0,137338740,4007640.0000000005,0,0
North America,,1874,0,131741989.99999999,4396660,0,0
North America,,1875,0,134322000,3523200,0,0
North America,,1876,0,131279570,3618620,0,0
North America,,1877,0,144131910,5314160,0,0
North America,,1878,0,139882050,6194960,0,0
North America,,1879,0,169829250,8110700,0,0
North America,,1880,0,193706270,10543910,0,0
North America,,1881,0,205090610,11046700,0,0
North America,,1882,165150,230142030,12099990,0,0
North America,,1883,381680,252253780,9108940,0,0
North America,,1884,1174400,266236479.99999997,9230050,0,0
North America,,1885,3721380,268897230,8246490,0,0
North America,,1886,7688650,278079570,10976970,0,0
North America,,1887,11806390,295244160,10998990,0,0
North America,,1888,16801260,360192150,10826500,0,0
North America,,1889,12246790,321308500,13843240,0,0
North America,,1890,11707300,384997680,18137140,0,0
North America,,1891,8962140,411531780,21594280,0,0
North America,,1892,7787740,437331880,19979480,0,0
North America,,1893,7299630,443358020,19058310,0,0
North America,,1894,6708760,413891590,19348240,0,0
North America,,1895,7053740,466372590,20863950,0,0
North America,,1896,6859230,465311960,24174290,0,0
North America,,1897,7299630,484766630,23866010,0,0
North America,,1898,8474030,531621520.00000006,21854850,0,0
North America,,1899,10921920,612284450,22548480,0,0
North America,,1900,11560500,647850420,25069770,0,0
North America,,1901,12881700,706225440,27484630,0,0
North America,,1902,13714790,742569450,35151260,0,0
North America,,1903,14547880,869199130,40127780,0,0
North America,,1904,15186460,852485950,47144820,0,0
North America,,1905,17193950,949891420,54470140,0,0
North America,,1906,19047300,1002688040,50748760,0,0
North America,,1907,19898740,1163529460,67414230,0,0
North America,,1908,19696890,1008229740,72254960,0,0
North America,,1909,23546720,1113643150,73528450,0,0
North America,,1910,24941320,1213235940,84832050,0,0
North America,,1911,25745050,1203778350,89283760,0,0
North America,,1912,28350750,1291447310,90990310,0,0
North America,,1913,29591210,1383024820,109266910,0,0
North America,,1914,30141710,1238992000,117208790,0,0
North America,,1915,31859270,1273361550,123502840,0,0
North America,,1916,38245070,1419794550,137280020,0,0
North America,,1917,40399360,1564040230,152147190,0,0
North America,,1918,36384380,1637671440,164052670,0,0
North America,,1919,37599150,1333571570,184413830,0,0
North America,,1920,40667270,1548057380,234520340,0,0
North America,,1921,33764000,1220153890,250998640,0,0
North America,,1922,38788230,1178268180,287933520,0,0
North America,,1923,51057040,1599518120,339669510,0,0
North America,,1924,57710750,1386694820,331474400,0,0
North America,,1925,60165980,1411860010,347086580,0,0
North America,,1926,66463700,1557566350,352492490,0,0
North America,,1927,73190810,1461878440,404944130,0,0
North America,,1928,79378430,1414076690,415190770,16074600,0
North America,,1929,97122880,1490926490,459014240,15685580,0
North America,,1930,98502800,1319827420,406437820,14812120,0
North America,,1931,85723860,1084466650,379705540,11589860,0
North America,,1932,79323380,893432140,349090400,6939970,0
North America,,1933,79455500,947850900,386047300,5633450,0
North America,,1934,90186580,1030756200,388884210,6950980,0
North America,,1935,97772470,1046797769.9999999,420163620,6892260,0
North America,,1936,110481680,1214626870,464559610,10136540,0
North America,,1937,122856920,1221152130,531581150,10540240,0
North America,,1938,117282190,974858430,499887030,9560350,0
North America,,1939,126189280,1100977980,527514789.99999994,11068720,0
North America,,1940,136112960,1255650130,579694850,11898140,0
North America,,1941,144073190,1390750170,613212960,14870840,0
North America,,1942,156529170,1566634920,589115740,16500319.999999998,0
North America,,1943,174581900,1583942640,638576330,12092650,0
North America,,1944,189269240,1658370240,728961090,8415310,0
North America,,1945,200569170,1524312480,755506200,9549340,0
North America,,1946,205975080,1406791740,767518110,15094710,0
North America,,1947,227246400,1560219760,824076480,17076510,0
North America,,1948,255255840,1553830290,912053720,18900500,0
North America,,1949,268710060,1166292970,854409030,19388610,0
North America,,1950,323301310,1356266850,950801580,20926340,43192230
North America,,1951,380912970,1310623060,1022715230,22581510,42770180
North America,,1952,407729660,1165929640,1066542369.9999999,22974200,45757560
North America,,1953,428854180,1150776210,1121761190,24548630,44964840
North America,,1954,450683340,995157200,1140254320,25256940,39015770
North America,,1955,487427380,1100232970,1235677990,28798490,43808790
North America,,1956,515271670,1148717340,1303121580,30662850,49930350
North America,,1957,552412070,1090786390,1295902690,29448080,47827440
North America,,1958,585086080,947157270,1326782070,30567430,38296450
North America,,1959,611513750,966101810,1368352160,33125420,33965850
North America,,1960,652628760,969184610,1399660930,31062880,33576830
North America,,1961,660460540,934565500,1418297190,31635400,32244619.999999996
North America,,1962,703494960,969434170,1463427180,33074039.999999996,27576380
North America,,1963,742033630,1035299659.9999999,1495972740,34534700,25223910
